bowler_pkey,Smart_wicket,Actual_wicket,no_innings_bowled,smart_runs_conceded,Actual_runs_conceded,balls,no_balls,smart_bowl_average,economy_rate,bowl_average_nominal,economy_rate_nominal
1203.0,33.92230240154763,26,25,645.1627690215794,631.0,493,1,19.018837854359354,1.311306441100771,24.26923076923077,1.282520325203252
1161.0,58.50672998780064,53,35,946.9028547374357,981.0,768,7,16.184511678141583,1.244287588354055,18.50943396226415,1.2890932982917214
1273.0,14.1896509257226,11,11,362.24644032350716,329.0,222,1,25.528918380003063,1.639124164359761,29.90909090909091,1.48868778280543
179.0,149.0733338473368,127,80,2260.391214278983,2386.0,1798,10,15.16294803330693,1.2642009028405947,18.787401574803148,1.3344519015659955
1274.0,13.030506601100567,11,8,156.89746718470394,161.0,139,0,12.040780300241915,1.1287587567244888,14.636363636363637,1.158273381294964
1163.0,42.9175872149368,32,30,697.5437885190728,713.0,587,0,16.253098875891688,1.1883199122982502,22.28125,1.2146507666098807
1191.0,43.231460724184956,34,32,876.922151412697,820.0,662,2,20.284351643989694,1.3286699263828743,24.11764705882353,1.2424242424242424
1301.0,17.34427926085687,15,19,553.7473251950383,499.0,332,3,31.926799428601985,1.6831225689818794,33.266666666666666,1.5167173252279635
997.0,56.64208598139066,44,37,1120.0436245710748,1050.0,757,4,19.77405325324807,1.4874417324981073,23.863636363636363,1.3944223107569722
1300.0,4.325554625606252,3,9,183.13772601053142,172.0,145,0,42.33855351783093,1.2630188000726306,57.333333333333336,1.186206896551724
471.0,49.633171698201636,40,51,1239.0645018889727,1177.0,997,0,24.964443324782888,1.2427928805305644,29.425,1.1805416248746239
1151.0,27.401880663746866,20,20,578.9762878376715,515.0,362,2,21.129071210198596,1.6082674662157541,25.75,1.4305555555555556
1041.0,43.72230127850074,39,29,806.8070705792007,778.0,583,2,18.452987308239567,1.3886524450588653,19.94871794871795,1.3390705679862307
489.0,37.16991762079682,32,23,815.5235722628929,780.0,514,7,21.94041914708474,1.6085277559425897,24.375,1.5384615384615385
1157.0,44.45110681895297,32,35,1039.005913974905,996.0,705,3,23.374129202377834,1.480065404522657,31.125,1.4188034188034189
537.0,39.80983875638748,33,40,780.3694847961722,809.0,638,2,19.60242767049545,1.2269960452770003,24.515151515151516,1.2720125786163523
56.0,0.0,0,2,18.474142118058303,16.0,12,0,-1.0,1.5395118431715253,-1.0,1.3333333333333333
1302.0,0.0,0,2,64.08102931918764,52.0,25,1,-1.0,2.6700428882994847,-1.0,2.1666666666666665
1266.0,36.436631728849434,29,26,613.5105788564326,600.0,487,1,16.837741298976145,1.2623674462066514,20.689655172413794,1.2345679012345678
1187.0,26.564497336381457,21,21,546.6675760550031,528.0,433,0,20.578878987719957,1.2625117229907694,25.142857142857142,1.2193995381062355
1183.0,12.7282420867398,10,18,549.3035015217858,459.0,332,2,43.15627388121779,1.6645560652175329,45.9,1.3909090909090909
1180.0,49.57081030560515,44,32,865.2072520699876,864.0,656,5,17.453966290564257,1.3290433979569702,19.636363636363637,1.327188940092166
1178.0,35.032931490024325,30,20,497.79625699256417,518.0,415,2,14.209380597633182,1.2053178135413176,17.266666666666666,1.2542372881355932
1177.0,11.398633923682326,11,15,280.8408086181335,269.0,234,0,24.638111066506465,1.2001743958039894,24.454545454545453,1.1495726495726495
282.0,37.22257176035227,30,47,1076.3395664867764,962.0,692,0,28.91631382744066,1.5554039978132608,32.06666666666667,1.3901734104046244
507.0,40.134032009222004,34,20,538.0947810606757,524.0,432,6,13.407443860537915,1.2631332888748257,15.411764705882353,1.2300469483568075
1011.0,57.33986339114234,46,63,1602.2858408707011,1519.0,1078,4,27.943663380234295,1.491886257793949,33.02173913043478,1.414338919925512
209.0,141.07842347577636,121,97,2922.1321610517098,2858.0,2054,9,20.712821202977572,1.4289154821768753,23.619834710743802,1.397555012224939
874.0,51.31124487793088,38,33,848.4286862976437,829.0,690,1,16.53494644918575,1.2313914169777123,21.81578947368421,1.2031930333817127
1290.0,25.164420145180138,18,15,401.6166037985485,383.0,289,1,15.959700302312433,1.394502096522738,21.27777777777778,1.3298611111111112
184.0,59.680088310993405,47,47,1390.3621466033496,1277.0,920,7,23.296918385210184,1.5228501058087072,27.170212765957448,1.3986856516977
944.0,30.511155192131262,27,26,816.6147704232005,754.0,542,3,26.764465825069877,1.5150552326961049,27.925925925925927,1.398886827458256
233.0,125.41335529610639,106,80,2522.4470714806052,2408.0,1633,11,20.113065833578872,1.5551461599757122,22.71698113207547,1.4845869297163996
1198.0,40.580044366702126,31,32,725.7101786364092,742.0,631,0,17.883424968157236,1.1500953702637229,23.93548387096774,1.1759112519809827
1200.0,8.35792085530886,6,11,252.40649643139852,228.0,156,0,30.199675350009166,1.6179903617397342,38.0,1.4615384615384615
611.0,33.521809074388614,33,30,772.3470321102061,759.0,631,1,23.040135763445296,1.2259476700162002,23.0,1.2047619047619047
599.0,10.795210817992862,11,16,396.4509551801208,389.0,289,7,36.724707082082936,1.4058544509933362,35.36363636363637,1.3794326241134751
613.0,23.94313820855051,23,28,530.0564438778183,511.0,418,0,22.138135747323464,1.2680776169325796,22.217391304347824,1.222488038277512
610.0,29.091832319622036,24,22,478.76144578876017,499.0,394,0,16.456902422947152,1.2151305730679192,20.791666666666668,1.266497461928934
600.0,17.511810986970843,16,15,390.9905817225799,370.0,269,3,22.32724999221869,1.469889404972105,23.125,1.3909774436090225
101.0,86.17474761244642,74,52,1770.0532205311295,1630.0,1169,1,20.540277396477997,1.5154565244273368,22.027027027027028,1.3955479452054795
119.0,110.66441199948187,91,65,1290.5760116638019,1629.0,1498,6,11.66206902784469,0.8649973268524142,17.9010989010989,1.091823056300268
143.0,64.17248016295297,48,63,1482.1761951424292,1472.0,1204,0,23.096757229559213,1.2310433514472003,30.666666666666668,1.2225913621262459
123.0,50.79462443060234,37,31,815.7292513103503,801.0,666,0,16.059361801657424,1.2248186956611866,21.64864864864865,1.2027027027027026
48.0,46.08895354016771,39,38,1068.7615371866573,1005.0,798,0,23.189104006347293,1.3393001719131044,25.76923076923077,1.2593984962406015
117.0,68.79681948549765,57,76,1476.1240177721043,1461.0,1099,7,21.45628284579741,1.3517619210367255,25.63157894736842,1.3379120879120878
202.0,8.412659524632812,7,9,180.27822189096528,197.0,193,1,21.429397132155295,0.9389490723487776,28.142857142857142,1.0260416666666667
40.0,71.60178155336493,55,43,1411.3504425226902,1307.0,908,2,19.711107906872517,1.5577819453892827,23.763636363636362,1.4426048565121412
397.0,100.81120599691613,75,59,1498.0296817791286,1558.0,1317,0,14.85975360541718,1.1374560985414797,20.773333333333333,1.1829916476841307
432.0,27.123734768964816,22,38,633.3090811456648,646.0,565,1,23.348889322952008,1.1228884417476326,29.363636363636363,1.1453900709219857
506.0,42.72868567576393,34,27,789.358076718878,785.0,561,6,18.47372705794713,1.4222668048988794,23.08823529411765,1.4144144144144144
1133.0,22.09886158394243,20,14,398.55037861507174,364.0,260,1,18.03488279706988,1.5388045506373427,18.2,1.4054054054054055
1131.0,34.79077531807884,28,28,837.1664490735097,803.0,606,0,24.062885676436206,1.381462787250016,28.678571428571427,1.325082508250825
1121.0,48.690038945504995,46,33,1011.0480703767885,927.0,649,0,20.76498791689973,1.5578552702261763,20.152173913043477,1.428351309707242
1288.0,7.601124650796018,6,7,303.20395940851364,249.0,124,5,39.88935497548524,2.547932432004316,41.5,2.092436974789916
206.0,9.692003477916476,8,9,405.31666473925463,323.0,180,4,41.819698647733766,2.3029355951094015,40.375,1.8352272727272727
58.0,55.132123862921105,47,33,969.2441755979717,977.0,755,1,17.580388849300853,1.2854697289097767,20.78723404255319,1.2957559681697612
109.0,37.913849413519706,29,42,1039.957695072142,1024.0,864,0,27.429493738013935,1.2036547396668311,35.310344827586206,1.1851851851851851
29.0,63.27953338209477,55,60,1398.6708261886301,1320.0,907,4,22.10305214710054,1.5489156436197455,24.0,1.4617940199335548
191.0,74.40639069254091,53,51,1332.8288697109583,1361.0,1121,1,17.9128278808526,1.1900257765276414,25.67924528301887,1.2151785714285714
241.0,38.21480297745766,29,27,665.3629832440345,703.0,583,1,17.41113211120105,1.1432353663986847,24.24137931034483,1.2079037800687284
70.0,6.851406453238999,5,9,248.68000759585254,227.0,156,0,36.29619834892282,1.5941026127939266,45.4,1.455128205128205
93.0,119.15955932105584,97,101,2218.752804248173,2518.0,2312,1,18.620015187116532,0.960083428926081,25.95876288659794,1.0895716140199048
164.0,31.833944120357316,22,20,449.4594985183133,514.0,474,0,14.11887565106615,0.9482267901230238,23.363636363636363,1.0843881856540085
1057.0,47.049024047894065,39,37,865.4442097271562,911.0,805,2,18.394519912807713,1.077763648477156,23.358974358974358,1.1344956413449565
700.0,48.83693081804256,43,29,998.9713259785203,980.0,638,12,20.45524379286864,1.5958008402212784,22.790697674418606,1.5654952076677315
473.0,22.310422812323658,20,19,659.0627947500335,552.0,342,1,29.540578423551235,1.9327354684751716,27.6,1.6187683284457477
1217.0,16.00497673961916,13,10,250.78931823653375,275.0,199,1,15.669458463861616,1.266612718366332,21.153846153846153,1.3888888888888888
1016.0,47.28871432696203,41,44,1173.2026087022864,1211.0,930,1,24.809357272658517,1.2628661019400285,29.536585365853657,1.3035522066738428
1227.0,13.015212023900215,9,13,296.7180406475892,258.0,150,0,22.797787704319926,1.9781202709839278,28.666666666666668,1.72
1162.0,40.61508773282324,36,32,842.2933260809233,813.0,545,2,20.738434239555286,1.5511847625799693,22.583333333333332,1.4972375690607735
1255.0,22.936236251810367,17,22,424.3745060731506,435.0,355,1,18.50236025710864,1.1987980397546627,25.58823529411765,1.228813559322034
1155.0,31.398199221150282,23,22,555.6416340882779,503.0,420,0,17.696608336505797,1.3229562716387568,21.869565217391305,1.1976190476190476
841.0,90.35718016542123,69,80,2111.2242058041556,1928.0,1551,1,23.36531753136869,1.3620801327768746,27.942028985507246,1.2438709677419355
1267.0,29.745640348879252,25,19,572.5770463555234,560.0,373,0,19.249108092477048,1.5350591055107867,22.4,1.5013404825737264
55.0,96.87253991519849,83,55,1403.2775691108786,1478.0,1170,8,14.485813733585365,1.2076399045704636,17.80722891566265,1.2719449225473323
384.0,33.83316837353355,28,22,649.975102877764,598.0,425,3,19.211180451731376,1.540225362269583,21.357142857142858,1.4170616113744077
257.0,94.68947476163095,83,96,2180.1046477563887,2095.0,1518,3,23.023727328137923,1.4390129688160982,25.240963855421686,1.3828382838283828
601.0,1.1121419976316278,2,14,195.67850250262683,172.0,125,0,175.947408621683,1.5654280200210147,86.0,1.376
1306.0,1.3257045449364957,1,2,20.12128421822315,20.0,18,0,15.17780435699344,1.1178491232346195,20.0,1.1111111111111112
1207.0,13.659679574448072,12,14,413.2195512826439,397.0,249,2,30.251042788413308,1.6729536489175867,33.083333333333336,1.6072874493927125
1299.0,1.5129485907021176,1,6,58.62416805947061,58.0,48,0,38.74828822324013,1.2213368345723044,58.0,1.2083333333333333
1101.0,20.13329478341793,17,19,338.63587614603387,342.0,289,2,16.81969492767469,1.1799159447596999,20.11764705882353,1.1916376306620209
1241.0,37.33492867095683,31,24,784.4363467462204,731.0,511,9,21.010790020778593,1.5626222046737457,23.580645161290324,1.456175298804781
1221.0,9.551158348278562,8,11,383.3090212928253,348.0,235,1,40.132202536659904,1.6380727405676296,43.5,1.4871794871794872
152.0,76.85704387291764,61,48,1389.2234848981002,1380.0,1034,2,18.075421781706403,1.3461467876919575,22.62295081967213,1.3372093023255813
1218.0,7.449463885855835,5,11,202.26808299759003,174.0,107,2,27.152032159204484,1.9263626952151431,34.8,1.6571428571428573
1224.0,41.19332200572486,30,29,789.9310707930197,768.0,585,1,19.176192458652366,1.35262169656339,25.6,1.3150684931506849
1264.0,0.0,0,3,33.347110365994716,35.0,21,0,-1.0,1.587957636475939,-1.0,1.6666666666666667
1244.0,36.893906535374946,29,23,728.838102116558,712.0,501,5,19.754972312778182,1.4694316574930606,24.551724137931036,1.435483870967742
238.0,80.1527075571995,65,76,1613.5753839777778,1646.0,1515,1,20.131264846247138,1.0657697384265374,25.323076923076922,1.0871862615587846
1248.0,7.986327493283871,6,9,180.2396980938808,195.0,157,0,22.568533314649816,1.1480235547380944,32.5,1.2420382165605095
1296.0,15.998225564868005,13,10,364.0994440679218,329.0,212,2,22.758739248400257,1.7338068765139134,25.307692307692307,1.5666666666666667
1251.0,57.09800357827899,46,45,1232.8954201577121,1269.0,1023,1,21.59261870631718,1.2063555970232016,27.58695652173913,1.241682974559687
1252.0,7.389170776807498,6,16,270.82919608863307,239.0,163,1,36.65217712096853,1.6717851610409449,39.833333333333336,1.4753086419753085
1175.0,9.1040417344737,7,25,370.77915976435713,355.0,335,0,40.72687390704187,1.1068034619831557,50.714285714285715,1.0597014925373134
1172.0,35.39588743724539,30,26,787.204727698852,723.0,510,2,22.240005398777324,1.5496156057064017,24.1,1.4232283464566928
558.0,112.15033958442999,95,75,2029.6410076271568,1984.0,1506,7,18.097502113216386,1.3539966695311252,20.88421052631579,1.323549032688459
400.0,27.31530847103211,20,23,445.5156356644077,444.0,350,1,16.31010816285956,1.2765490993249504,22.2,1.2722063037249283
1189.0,13.093900465416041,10,5,111.57422878951013,114.0,108,0,8.521084231868338,1.0330947110139828,11.4,1.0555555555555556
344.0,9.272210652069177,10,10,276.6234634405606,270.0,203,0,29.8336042849533,1.3626771598057172,27.0,1.3300492610837438
1173.0,28.192822450461662,23,27,750.7714984598911,697.0,526,0,26.62988070027721,1.427322240418044,30.304347826086957,1.3250950570342206
1196.0,12.966187168440605,11,12,329.12023902110514,288.0,222,2,25.3829622190073,1.4960010864595688,26.181818181818183,1.309090909090909
331.0,17.381891829156803,14,23,362.29261802481005,365.0,263,0,20.843106238705946,1.3775384715772245,26.071428571428573,1.3878326996197718
1297.0,22.905994105322332,18,19,522.2217791867408,483.0,369,3,22.798476974435253,1.4268354622588548,26.833333333333332,1.319672131147541
1003.0,33.89217217512612,31,28,855.9733357475844,765.0,555,8,25.255782701817907,1.5648507052058216,24.677419354838708,1.3985374771480805
1148.0,3.616571824010113,5,12,269.1582366292739,237.0,156,0,74.42358391511964,1.7253733117261147,47.4,1.5192307692307692
1309.0,3.2341306804941103,3,3,84.59115196118685,97.0,64,5,26.15576187795325,1.433748338325201,32.333333333333336,1.6440677966101696
1147.0,43.89313442116405,33,29,833.5181178488817,772.0,599,0,18.989715107859386,1.3915160565089846,23.393939393939394,1.2888146911519198
1150.0,0.0,0,2,12.08192942950539,14.0,12,0,-1.0,1.0068274524587826,-1.0,1.1666666666666667
1278.0,0.0,0,2,10.988403372083038,14.0,12,0,-1.0,0.9157002810069198,-1.0,1.1666666666666667
1184.0,0.0,0,3,72.66531391380978,61.0,48,0,-1.0,1.5138607065377039,-1.0,1.2708333333333333
576.0,1.2628843339592821,1,3,81.47640569780032,70.0,42,0,64.51612670050532,1.939914421376198,70.0,1.6666666666666667
569.0,101.42324288978031,89,71,1720.5546739946137,1865.0,1590,2,16.964106303171476,1.0834727166212932,20.95505617977528,1.1744332493702772
1269.0,9.175884776651062,7,7,193.75063600979132,179.0,109,1,21.11519932146585,1.7939873704610307,25.571428571428573,1.6574074074074074
225.0,108.75557968766793,85,76,2030.8699981026682,2009.0,1606,1,18.673708548426355,1.2653395626807902,23.63529411764706,1.2517133956386293
921.0,39.93667853357411,31,45,850.9176734071141,849.0,653,2,21.306671076608474,1.3070932003181477,27.387096774193548,1.304147465437788
994.0,51.534142232475446,43,42,974.3558293668885,1022.0,810,2,18.906996161330795,1.205885927434268,23.767441860465116,1.2648514851485149
273.0,26.85010566284635,21,32,604.9900470070138,595.0,434,4,22.53212909490202,1.4069535976907297,28.333333333333332,1.3837209302325582
85.0,52.13406339401217,41,34,1177.6053783075797,1069.0,747,0,22.58802214221485,1.5764462895683797,26.073170731707318,1.431057563587684
160.0,63.48898940589848,51,36,1198.6916005378453,1171.0,827,2,18.88030683358901,1.4529595158034487,22.96078431372549,1.4193939393939394
154.0,17.854895328525302,16,13,413.3842690454369,363.0,252,1,23.152433068874213,1.6469492790654856,22.6875,1.4462151394422311
189.0,46.254172638467395,40,40,976.8236584557048,996.0,875,2,21.118606230204776,1.1189274438209678,24.9,1.140893470790378
213.0,23.34286367723091,18,18,421.9415608175499,456.0,402,0,18.075826798796758,1.0496058726804725,25.333333333333332,1.1343283582089552
607.0,5.906233115179436,6,8,214.78370873498778,208.0,126,1,36.365599621013686,1.7182696698799023,34.666666666666664,1.664
1154.0,28.685918852014314,25,29,633.1244988185548,599.0,491,5,22.07091577176713,1.302725306211018,23.96,1.2325102880658436
1153.0,1.3223648126374767,1,4,51.64058957250374,54.0,42,0,39.051696686866464,1.2295378469643747,54.0,1.2857142857142858
135.0,28.819495757843498,21,23,638.368158077317,560.0,477,1,22.150566527645758,1.341109575792683,26.666666666666668,1.1764705882352942
1329.0,13.597441463981069,10,11,283.39457377997763,275.0,253,1,20.841757218126325,1.1245816419840382,27.5,1.0912698412698412
219.0,0.0,0,3,28.993470895347247,24.0,18,0,-1.0,1.610748383074847,-1.0,1.3333333333333333
1330.0,1.566173605328269,1,2,26.46983988919511,25.0,12,0,16.900961553139602,2.2058199907662592,25.0,2.0833333333333335
1258.0,2.580373541019034,2,5,124.33451367317376,113.0,86,2,48.18469562514268,1.480172781823497,56.5,1.3452380952380953
1331.0,14.230321885984406,13,12,292.5510891865221,279.0,198,0,20.55829035565659,1.4775307534672835,21.46153846153846,1.4090909090909092
1332.0,9.308671938744027,8,7,194.37808998680433,168.0,121,0,20.881398685646538,1.6064304957587134,21.0,1.3884297520661157
1268.0,8.431347914827258,7,14,157.0295684904062,166.0,127,1,18.62449160878014,1.2462664165905255,23.714285714285715,1.3174603174603174
1254.0,34.478934219341895,27,26,796.3966593205367,734.0,497,4,23.098064872137968,1.6154090452749224,27.185185185185187,1.488843813387424
31.0,8.479560529093563,8,6,192.37606748934127,153.0,109,1,22.68703275709804,1.7812598841605674,19.125,1.4166666666666667
51.0,67.37528386513475,53,54,1299.3229248057753,1311.0,1102,2,19.28486011883279,1.1812026589143412,24.735849056603772,1.1918181818181819
25.0,41.158039318880355,30,44,1023.7933792892993,1002.0,859,1,24.874687818757593,1.1932323767940551,33.4,1.167832167832168
478.0,28.636082636376663,22,15,353.7648761579476,361.0,330,0,12.353815312313598,1.072014776236205,16.40909090909091,1.093939393939394
385.0,1.456311626432409,1,12,224.0399204292286,187.0,131,0,153.84064534186896,1.7102284002231192,187.0,1.4274809160305344
1230.0,1.2694363626233014,1,7,86.22768027109338,87.0,72,0,67.92595738545185,1.1976066704318524,87.0,1.2083333333333333
1225.0,13.879722450120733,11,12,459.0051484921985,430.0,283,1,33.07019647847539,1.6276778315326188,39.09090909090909,1.524822695035461
422.0,84.38644715069006,64,76,1804.9728265273113,1812.0,1623,0,21.38936864238574,1.1121212732762238,28.3125,1.1164510166358594
1333.0,2.890211072693163,2,4,82.51328604146231,72.0,54,0,28.549224941061,1.5280238155826353,36.0,1.3333333333333333
1193.0,15.164173401126748,11,7,107.18763755922798,127.0,120,0,7.068478757389017,0.8932303129935665,11.545454545454545,1.0583333333333333
1128.0,1.657113236864297,2,5,102.7680284661513,96.0,60,0,62.0162980899338,1.7128004744358551,48.0,1.6
1142.0,0.8396793593341788,2,7,86.56527577429063,80.0,50,2,103.09325198005617,1.8034432452977214,40.0,1.6666666666666667
1194.0,14.6432316331018,13,15,548.9386689637237,479.0,247,2,37.48753572420576,2.2405659957703006,36.84615384615385,1.9551020408163264
205.0,30.825460395534158,25,21,630.7038825324157,599.0,452,0,20.46048540523304,1.395362571974371,23.96,1.325221238938053
193.0,122.34456744256244,101,88,1930.9525441148903,2132.0,2038,0,15.782903846723082,0.9474742610966096,21.10891089108911,1.0461236506378804
1336.0,7.839158635980734,6,9,285.20032682043245,242.0,151,1,36.38149705395672,1.9013355121362163,40.333333333333336,1.6133333333333333
1337.0,27.37764679473934,20,24,490.70004793524544,476.0,354,0,17.923382955964435,1.3861583275006932,23.8,1.344632768361582
1152.0,13.49166582458067,10,22,541.2587331098425,480.0,342,0,40.11800619340238,1.5826278745901827,48.0,1.4035087719298245
1338.0,18.35041441685051,13,12,361.3104783523765,330.0,258,0,19.68949965623656,1.4004282106681258,25.384615384615383,1.2790697674418605
857.0,9.424096750526566,7,10,140.7857110010584,149.0,119,0,14.938907645784948,1.1830732016895662,21.285714285714285,1.2521008403361344
1339.0,3.762602735530395,5,5,147.01316028354728,136.0,91,1,39.072198320406414,1.6334795587060809,27.2,1.511111111111111
1219.0,14.746611758712563,12,14,457.0499054355899,406.0,285,3,30.993553835548468,1.6207443455162762,33.833333333333336,1.4397163120567376
1220.0,13.398371232353927,11,13,414.99647847805437,370.0,240,0,30.973651295460087,1.72915199365856,33.63636363636363,1.5416666666666667
214.0,47.583906668801205,34,57,991.4332514202331,940.0,738,0,20.835474025302652,1.343405489729313,27.647058823529413,1.2737127371273713
249.0,19.695602228290028,18,14,477.2530861797584,439.0,316,1,24.231454344373887,1.5150891624754235,24.38888888888889,1.3936507936507936
1379.0,16.266412774919786,13,9,251.93381028614934,205.0,122,2,15.487975976767975,2.0994484190512446,15.76923076923077,1.7083333333333333
1167.0,5.4719300049249515,4,5,60.20535742080339,65.0,54,0,11.002581788622333,1.1149140263111739,16.25,1.2037037037037037
